temperature_C,pressure_psi,vibration_level,run_hours_since_service,fuel_flow_rate,water_level_percent,ambient_temp_C,days_to_failure,failure_within_7_days
185.3,174.7,0.621,167.0,74.3,69.9,34.2,15.7,0
197.8,224.8,0.592,502.0,79.2,67.6,30.7,0.0,1
181.6,242.6,0.598,354.0,87.9,64.7,39.5,11.0,0
201.3,215.4,0.018,224.0,88.3,80.3,37.2,16.1,0
169.7,245.4,0.43,530.0,86.6,83.0,43.4,0.0,1
208.2,252.7,0.711,145.0,64.6,71.1,29.1,16.4,0
226.0,242.1,0.488,240.0,79.7,59.9,40.4,9.1,0
172.7,227.2,0.149,343.0,72.4,91.7,25.0,6.5,1
171.1,255.9,0.487,34.0,88.0,62.3,31.3,22.5,0
209.1,265.5,0.926,0.0,70.8,55.9,29.2,17.0,0
211.6,211.8,0.812,152.0,85.4,49.9,35.6,17.7,0
169.5,299.4,0.484,428.0,76.6,73.1,35.5,1.2,1
171.6,246.5,0.738,507.0,57.5,69.6,26.6,0.0,1
174.4,250.7,0.408,125.0,91.2,83.3,35.9,21.1,0
153.1,274.8,0.074,490.0,79.7,78.7,29.7,0.0,1
161.6,258.2,0.269,481.0,95.3,75.2,27.1,0.0,1
159.9,283.4,0.5,344.0,60.0,69.0,31.9,3.5,1
164.6,260.0,0.432,220.0,76.5,84.2,23.1,21.7,0
179.3,228.6,0.439,24.0,77.4,92.5,37.6,36.6,0
184.7,262.7,0.425,527.0,83.2,83.1,31.7,0.0,1
211.0,210.0,0.976,181.0,64.1,66.9,31.8,6.3,1
160.0,253.8,0.906,498.0,86.5,80.6,31.5,1.2,1
199.7,248.8,1.055,41.0,102.9,67.6,41.9,29.0,0
175.7,242.7,0.46,480.0,85.7,59.8,41.1,0.0,1
179.0,245.5,0.574,438.0,81.1,62.1,40.1,0.0,1
193.5,184.1,0.121,401.0,63.5,68.1,31.5,0.0,1
157.5,230.8,0.869,545.0,70.7,73.1,25.3,0.0,1
187.6,253.2,0.208,344.0,79.3,94.7,31.9,12.2,0
183.3,255.6,0.554,44.0,73.6,62.3,33.9,28.7,0
189.8,214.0,0.226,20.0,92.3,86.6,36.9,27.2,0
185.8,294.3,0.353,69.0,86.4,68.5,33.9,22.5,0
229.1,219.7,0.291,47.0,112.3,49.8,25.8,15.4,0
167.2,283.9,0.348,490.0,68.2,66.4,28.8,0.0,1
169.4,265.0,0.365,550.0,80.4,84.9,28.2,0.0,1
167.5,227.4,0.363,286.0,63.4,75.8,35.2,9.3,0
168.9,312.1,0.708,9.0,53.3,76.4,35.4,33.6,0
167.3,208.2,0.224,541.0,88.7,86.6,36.2,0.0,1
203.8,282.2,0.555,305.0,86.0,60.6,33.8,4.5,1
208.4,285.0,0.804,599.0,69.7,60.4,19.6,0.0,1
168.6,226.5,0.372,380.0,81.1,47.1,21.6,5.0,1
163.4,298.7,0.321,328.0,72.4,81.6,31.2,9.7,0
189.4,241.2,0.442,478.0,74.1,78.2,32.6,0.0,1
169.0,260.1,0.795,14.0,76.2,80.0,39.5,31.7,0
192.7,259.1,0.549,515.0,69.2,59.0,32.5,0.0,1
184.1,245.3,0.367,190.0,71.4,54.4,26.1,20.7,0
149.7,278.4,0.621,167.0,71.7,57.5,36.0,20.6,0
211.0,277.8,0.224,520.0,85.1,61.9,31.9,0.0,1
215.9,188.8,0.67,136.0,46.7,89.1,29.6,24.9,0
167.7,295.7,0.602,153.0,77.3,83.0,22.3,25.4,0
172.2,191.8,0.423,387.0,66.9,67.0,32.5,0.2,1
185.7,286.1,0.29,208.0,67.4,75.3,33.4,12.0,0
186.7,289.4,0.278,271.0,73.7,64.5,26.0,11.4,0
193.2,211.8,0.634,142.0,79.8,76.0,36.5,18.9,0
220.2,235.6,0.807,68.0,77.4,59.5,35.9,21.7,0
176.5,211.3,0.341,246.0,67.2,80.3,32.3,11.7,0
164.0,242.5,0.615,260.0,88.7,62.7,32.1,16.3,0
152.4,239.2,0.022,78.0,69.2,80.9,37.7,20.8,0
165.4,277.3,0.354,524.0,71.2,67.3,34.2,0.0,1
179.3,295.9,0.492,329.0,83.4,63.3,27.8,3.9,1
215.9,298.8,0.273,188.0,83.8,89.7,30.8,11.6,0
169.6,230.3,0.266,94.0,72.7,73.9,35.3,25.0,0
184.5,242.7,0.333,7.0,44.8,68.5,19.8,33.2,0
179.7,191.1,0.573,66.0,69.4,80.3,26.4,21.8,0
203.8,221.8,0.453,495.0,81.9,57.3,36.1,0.0,1
230.5,283.8,0.06,305.0,88.3,84.2,39.3,6.4,1
169.4,306.5,0.03,365.0,79.0,70.5,38.1,10.2,0
170.2,206.8,0.348,520.0,74.3,78.6,37.4,0.0,1
200.9,229.3,0.614,116.0,107.5,55.0,32.8,15.0,0
193.6,249.1,0.187,266.0,75.5,67.8,25.8,12.5,0
216.9,259.8,0.375,484.0,79.8,72.1,30.8,0.0,1
191.7,221.7,0.368,508.0,64.0,83.3,32.25,0.0,1
172.8,264.8,0.847,297.0,66.9,79.5,39.8,3.1,1
191.8,233.4,0.404,163.0,87.8,67.7,27.1,15.3,0
202.2,249.5,0.596,375.0,92.5,75.5,28.8,6.3,1
196.4,269.1,0.535,267.0,75.3,85.8,38.4,5.9,1
190.1,250.2,0.033,548.0,57.8,69.8,22.3,0.0,1
201.3,234.7,0.692,73.0,78.0,68.6,24.9,20.6,0
203.4,246.2,0.554,507.0,82.3,51.2,33.6,0.0,1
207.6,246.9,0.627,72.0,81.2,68.9,35.1,25.8,0
193.0,237.0,1.482,307.0,73.2,52.9,31.6,6.6,1
176.7,240.9,0.021,198.0,78.2,70.7,31.8,14.3,0
182.9,306.0,0.931,129.0,71.0,82.9,39.6,24.1,0
204.1,269.6,0.428,571.0,66.7,48.7,35.8,0.0,1
163.7,239.7,0.572,486.0,89.1,85.6,35.0,1.1,1
187.4,274.4,0.489,150.0,81.2,68.4,36.7,13.2,0
172.1,238.3,0.394,205.0,78.2,71.7,30.2,17.1,0
180.6,291.1,0.358,178.0,73.9,66.5,45.0,21.9,0
205.6,262.9,0.582,196.0,77.8,53.2,18.2,9.6,0
183.8,246.2,0.121,88.0,81.9,63.4,40.7,27.0,0
180.9,265.7,0.688,433.0,100.7,95.1,37.4,14.4,0
152.8,195.0,0.396,182.0,87.9,59.9,33.5,20.2,0
194.9,210.6,0.217,208.0,72.0,54.5,32.5,14.1,0
192.9,208.2,0.387,492.0,72.1,73.6,31.1,0.0,1
223.3,255.0,0.814,129.0,70.3,71.1,38.6,15.5,0
173.8,310.6,0.366,12.0,77.6,68.4,31.8,33.1,0
184.4,328.1,0.59,105.0,70.3,72.2,27.6,21.2,0
185.0,272.3,0.317,374.0,85.7,79.1,37.4,1.3,1
211.5,267.5,0.689,581.0,48.3,65.5,41.5,0.0,1
178.1,187.0,0.671,98.0,86.4,74.1,20.4,22.5,0
185.6,231.0,0.962,593.0,83.3,83.3,46.1,0.0,1
192.2,222.4,0.456,586.0,95.2,61.1,32.25,0.0,1
183.7,228.3,0.667,191.0,90.5,46.5,26.2,14.7,0
171.1,244.1,0.525,324.0,71.8,79.4,24.5,9.1,0
183.9,233.5,0.824,466.0,89.2,72.25,32.0,0.0,1
201.5,180.7,0.32,366.0,78.0,71.9,24.3,0.0,1
159.5,276.2,0.686,317.0,56.8,74.2,25.1,16.8,0
182.7,212.5,0.451,143.0,81.9,68.7,27.9,21.5,0
166.0,258.4,0.484,383.0,72.5,89.5,32.8,17.9,0
203.9,322.6,0.523,215.0,80.0,71.1,33.4,15.8,0
149.5,217.8,0.563,360.0,79.8,69.9,39.4,14.7,0
168.8,161.4,0.471,323.0,82.7,82.0,39.3,3.3,1
187.5,240.0,0.554,14.0,67.8,66.7,38.1,20.5,0
211.3,288.5,0.895,216.0,91.6,57.9,30.4,9.1,0
178.7,318.5,0.746,491.0,84.4,81.7,21.0,0.0,1
168.9,207.0,0.717,546.0,66.4,65.5,20.8,0.0,1
217.6,267.4,0.386,182.0,60.7,61.3,38.1,20.9,0
151.0,233.7,0.278,269.0,68.3,95.1,37.1,22.8,0
136.0,246.3,0.739,466.0,90.0,70.0,28.3,0.2,1
188.8,342.6,0.719,518.0,76.4,77.4,23.4,0.0,1
170.0,197.4,0.868,541.0,81.0,72.3,25.7,0.0,1
159.6,258.9,0.349,466.0,63.9,62.3,33.0,0.0,1
194.2,266.4,0.443,304.0,90.4,79.6,33.1,6.3,1
184.9,288.0,0.09,143.0,55.8,75.5,38.3,14.7,0
168.7,253.4,0.402,110.0,72.1,64.7,29.3,28.0,0
154.4,260.8,0.749,231.0,85.0,76.8,30.5,15.5,0
197.4,236.3,0.383,583.0,66.5,66.3,38.8,0.0,1
193.0,259.4,0.66,591.0,87.4,59.9,19.2,0.0,1
178.0,238.0,0.452,499.0,69.6,58.7,33.9,0.0,1
216.9,271.8,0.581,594.0,65.3,75.0,30.0,0.0,1
158.6,237.1,0.213,553.0,95.4,67.8,36.3,0.0,1
149.5,263.2,0.521,272.0,81.8,88.5,35.1,15.0,0
166.2,249.0,0.248,172.0,86.2,71.5,27.8,17.8,0
179.1,289.4,0.453,6.0,92.2,63.4,29.0,37.3,0
184.9,248.2,0.092,154.0,48.6,73.7,18.2,19.2,0
175.2,187.9,0.801,521.0,87.6,57.8,36.5,0.0,1
187.0,294.2,0.694,545.0,70.9,71.1,33.4,0.0,1
155.0,218.3,0.617,547.0,72.4,75.5,40.4,0.0,1
208.9,227.1,0.88,517.0,85.2,74.2,29.6,0.0,1
178.4,229.2,0.263,214.0,75.6,86.3,37.5,15.4,0
202.3,298.1,0.937,133.0,87.1,100.0,25.6,18.5,0
186.9,175.3,0.733,284.0,79.5,79.4,15.8,6.1,1
189.1,359.8,0.441,125.0,82.0,85.0,31.4,28.8,0
180.45,252.0,0.784,438.0,74.1,100.0,28.6,0.4,1
189.0,257.8,0.223,151.0,67.2,60.9,25.7,12.5,0
192.9,248.1,0.294,330.0,71.1,73.4,32.25,6.1,1
206.6,260.0,0.348,537.0,78.8,66.7,39.2,0.0,1
180.45,268.2,0.368,382.0,102.0,81.3,32.6,2.2,1
194.2,272.6,0.236,114.0,97.7,75.0,30.9,21.6,0
178.2,269.4,0.806,481.0,72.2,63.0,32.4,2.0,1
208.8,253.1,0.435,283.0,80.7,72.1,28.1,6.5,1
166.5,243.1,0.588,74.0,76.5,83.5,35.4,25.4,0
216.0,244.7,0.357,165.0,81.6,57.7,22.8,9.8,0
179.2,243.2,0.045,188.0,83.1,63.2,25.6,18.9,0
151.4,289.7,0.568,77.0,86.3,61.6,27.3,20.2,0
182.6,270.8,0.022,20.0,45.2,75.6,35.2,24.6,0
166.4,147.1,0.483,305.0,84.4,85.6,30.2,0.0,1
196.8,273.0,0.158,183.0,75.2,49.9,40.2,5.8,1
166.9,256.8,0.997,221.0,71.5,73.0,36.8,15.5,0
171.1,249.3,0.728,327.0,89.5,61.8,27.2,5.7,1
142.2,236.4,0.526,178.0,97.6,83.1,35.8,28.0,0
171.0,289.3,0.816,111.0,88.3,69.4,29.6,22.5,0
131.5,283.2,0.288,58.0,73.8,73.4,34.8,38.3,0
148.3,222.9,0.636,326.0,67.1,72.0,37.1,12.5,0
195.2,264.2,0.55,190.0,43.9,84.4,38.7,23.0,0
195.7,216.0,0.566,199.0,82.2,94.5,33.2,10.6,0
188.5,201.7,0.818,311.0,86.9,59.5,41.6,12.4,0
160.7,228.1,0.683,34.0,78.8,61.5,34.6,28.0,0
179.0,280.2,0.572,378.0,91.2,75.5,32.8,10.1,0
179.9,283.4,0.086,386.0,64.2,63.0,30.2,7.0,1
180.45,268.0,0.26,236.0,77.9,82.3,28.2,6.8,1
210.1,275.4,0.469,518.0,77.0,84.0,34.5,0.0,1
197.5,268.1,0.523,305.0,78.7,66.0,32.6,11.2,0
175.6,227.5,0.217,0.0,94.0,63.6,33.6,35.3,0
180.5,265.1,1.103,463.0,78.7,69.0,34.9,0.0,1
184.2,278.0,0.879,229.0,76.5,73.1,33.5,16.0,0
139.2,276.4,0.651,171.0,68.8,75.5,44.1,25.5,0
175.1,291.6,0.518,86.0,95.9,47.2,28.8,24.2,0
166.4,274.8,0.447,552.0,62.8,61.4,34.6,0.0,1
160.0,262.3,0.262,122.0,73.4,67.6,30.6,28.8,0
174.4,287.5,0.519,297.0,100.3,63.2,17.2,6.7,1
216.0,249.1,0.564,574.0,85.6,40.5,30.8,0.0,1
192.8,219.1,0.19,483.0,79.8,51.2,26.4,0.0,1
168.6,244.3,0.584,164.0,80.3,57.6,31.6,18.0,0
191.5,223.9,0.461,382.0,68.6,70.7,31.8,1.0,1
